word,count
tienstepige,1
sukkeret,1
øllet,1
udbringende,1
rigrig,1
toldfriehed,1
caffe-bønner,1
bom-uld,1
tobaks,1
hidført,1
beklageligere,1
aft,1
standsning,1
chieneserne,1
collonier,1
kager,1
consideration,1
fortienste,1
oplegge,1
omrørt,1
omvexles,1
told-roullen,1
omvexlingen,1
viiner,1
fiskevare,1
stantsning,1
curiositet,1
provision,1
klædes,1
indbringelse,1
nærings-midler,1
tydffland,1
debiteres,1
afhandlig,1
understøtter,1
stads,1
fordeelaztig,1
opflides,1
sønderflaaes,1
qvindes,1
håndværks,1
utrængende,1
tienstepiger,1
feye,1
feyekoster,1
steen-toy,1
vinderved,1
fordee,1
limod,1
inhentere,1
manne,1
desmindere,1
faaledes,1
fedevare,1
sole,1
curtio,1
betjening,1
garnison,1
ustadelige,1
staf,1
nedfaldelse,1
ste-der,1
landeplage,1
befordrede,1
håndværk,1
uven,1
håndværker,1
rettigheden,1
uberettigede,1
ødeleg,1
levemandens,1
handværksmænd,1
handsker,1
kamme,1
beendreyer,1
garver,1
bereedte,1
kaardeklinger,1
canoner,1
bøsser,1
giørtler,1
kaabber-arbeyde,1
værtshuusmænd,1
bogtrykkere,1
handvæksmænd,1
dyretid,1
slumpelykke,1
ansøgninger,1
velstanden,1
uviis,1
leves,1
udvælges,1
bevilges,1
importable,1
flankere,1
borgerstand,1
spores,1
deputater,1
z,1
levners,1
underholdnings,1
extra-skat,1
ønskende,1
fædevare,1
brændeviine,1
forarbydende,1
afsatz,1
grues,1
forskrækkelig,1
bestillings-mænd,1
lauge,1
villiens,1
henlagde,1
krager,1
discourser,1
tourneret,1
trykfriehed,1
lokket,1
trojæ,1
stridsmænd,1
vanskabte,1
fuldbaarne,1
prophetiske,1
nattergale,1
sangere,1
nat-ugler,1
forvel,1
rov-og,1
morder-fugle,1
udklækket,1
skyggefulde,1
bespottelige,1
roesværdige,1
philodan,1
torckil,1
rætskafne,1
aderligheder,1
marco,1
gemyts-fatning,1
adelskab,1
arbeyds-løn,1
frievillige,1
fabriqer,1
hospitals,1
underholdnings-midler,1
spiise,1
underholdningen,1
hendtes,1
tugthuusene,1
stiftningen,1
bræk,1
indsættes,1
fattighuse,1
anleggerne,1
critiqver,1
soutenere,1
emplojeres,1
negotiens,1
bønder-gaarders,1
brændevins-brænderiet,1
huusfeld,1
høpffner,1
directeur,1
avertissement,1
umodne,1
udførlige,1
foretninger,1
proclamationer,1
henligge,1
trættekiærhed,1
overveies,1
nedrive,1
fiskeparker,1
fiske-yngelen,1
skov-anordningen,1
ødeliggelse,1
skov-forordningen,1
suuipagtige,1
omhyggelige,1
nydes,1
completerede,1
hovedgaards-taxterne,1
ucompleterede,1
taxter,1
forsvert,1
holt,1
stalder,1
producerer,1
bøn-bønderne,1
kougens,1
inskaar,1
staldningen,1
aftærske,1
udførs,1
stalds-oxen,1
giødske,1
møg,1
markjorder,1
guineserne,1
stjæle,1
kromænd,1
admirerer,1
intraderne,1
sønderslaget,1
næringsbrug,1
brændeviinet,1
bermen,1
fedet,1
provincirne,1
ister,1
flidder,1
udside,1
guldbiergene,1
udhugger,1
indførtes,1
udførtes,1
værket,1
moderetion,1
formeerer,1
betænkelige,1
hovefrie,1
træld,1
ubarmhiertig,1
usagt,1
beskiermes,1
uforbigiengelige,1
studeres,1
studerin,1
liderie-kiolen,1
huusbonds,1
pigernes,1
ærender,1
anvent,1
uanstændigt,1
urettelig,1
vanærer,1
tilsidesætter,1
studerede,1
fortun,1
bekientskab,1
reusere,1
recommendationer,1
capacitet,1
bekiendskab,1
vendtes,1
sufficence,1
oppebærges,1
vederhæftige,1
vederhæftighed,1
uklækkelige,1
justiz,1
recommedation,1
regnskabs-betientere,1
handthævelse-enhver,1
removeres,1
interesses,1
høitagtede,1
bestillings,1
utroe,1
forsømmelige,1
justitiens,1
keede,1
demiterede,1
forseelsen,1
vankundige,1
dubieuse,1
dishoneur,1
justistseller,1
erlanger,1
huld,1
ferm,1
omgiengelig,1
annimerer,1
anholder,1
øvet,1
opholt,1
bestillinger,1
ikknn,1
oplært,1
soldaterstand,1
indgaaes,1
besmykkede,1
ninger,1
trafiqverende,1
tilbragte,1
capitalerne,1
misbillibilliger,1
philopatreia,1
landdyrknings-maaden,1
anstøds-steen,1
kroe-forpagtere,1
brændevins,1
brænden,1
biefald,1
stormægtigste,1
foreningsbaand,1
med-indvaaneres,1
benævnelsers,1
grund-materialier,1
kundskabers,1
erværvelse,1
næstbemeldte,1
lejligheds,1
givelse,1
nedgrave,1
forjettelse,1
naade-gavers,1
raadgiver,1
compagnier,1
residencen,1
opstaldes,1
proprierairer,1
afmeye,1
huusholdings-maade,1
afskaf,1
felse,1
fyhnske,1
plagerie,1
reglere,1
høypriselige,1
besaaelse,1
knyttet,1
opløset,1
forraads-kamre,1
storegaarde,1
veyvisere,1
understøttere,1
forsvarere,1
siettere,1
tiltroer,1
mangels,1
antoge,1
sædegaarders,1
vandtes,1
overveyede,1
opstaldning,1
anviisningers,1
allerunderdanigst,1
hoverie-contract,1
insinuerende,1
anvisende,1
fremsettelser,1
mellemsettende,1
forestillings,1
bildninger,1
hentydende,1
stem,1
uvidenheds,1
udskrivelser,1
raritet-kamre,1
udledende,1
slutnings-grunde,1
berg-verks,1
opholds-steder,1
stuffe-kabinetter,1
sammenkittede,1
sammenstøbte,1
tingerede,1
modflydende,1
jordgrundenes,1
virknings-midler,1
vexter-huse,1
kakkelovns-gemakker,1
opklækken,1
langtfraliggende,1
afbildende,1
forestillende,1
skrivemaaden,1
daarskab,1
decembr,1
allerunderdanigste,1
pligtforbundneste,1
tænkemaadens,1
hoved-grunde,1
naadens,1
domstæd,1
spot,1
smykke,1
dyds,1
falskheds,1
opvekkes,1
fordøielig,1
tilfældes,1
selv-bestemte,1
forudsatte,1
grtændser,1
menings,1
sparsomlighed,1
meningens,1
udtrykt,1
brugs,1
stilen,1
meningerne,1
fyhnsk,1
jydsk,1
aftærsker,1
afmeyer,1
qvæg-mangel,1
herred-viis,1
ungefæhr,1
velbekiendte,1
øyekast,1
udstaaet,1
bestyrke,1
nøyagtige,1
ungt,1
brændeviins-mænd,1
skilles,1
stam-qvæg,1
reelle,1
aagre,1
vinde-syge,1
særskildte,1
land-dyrknings,1
opsøges,1
jordfrugters,1
skovs,1
competente,1
anledeiger,1
tilfældelige,1
hovbøndernes,1
jorddyrkernes,1
qvie-kalve,1
stammehold,1
tilseer,1
paaholdende,1
qvægs,1
cuur,1
hornqvuæget,1
allersvageste,1
overstaaer,1
allerstærkeste,1
anfægtes,1
udstaaer,1
rimeligheden,1
opdagede,1
vonde,1
sygdoms-qvæg,1
indkiøber,1
overstaaet,1
skildt,1
seenere,1
tillæget,1
stam-qvæget,1
anskaffet,1
uddødt,1
addresse-avisen,1
stkr,1
køers,1
inoculeres,1
henog,1
hiemfart,1
vaaget,1
feylene,1
dyrkningsmaaden,1
utroeligt,1
bonde-plagere,1
ligegieldende,1
bemærkelser,1
bedømt,1
uarbeydsomhed,1
hiembringe,1
umaadeligheds,1
ladene,1
klidden,1
maaltider,1
frakiørende,1
forlegenbed,1
utroelige,1
froekost,1
daure,1
halvgaaen,1
rætter,1
soves,1
midaftens,1
nadvere,1
nedgang,1
spiisning,1
frie-bonden,1
forarmer,1
udvene,1
gehør,1
gemeenligt,1
mangfoldigt,1
avlingers,1
indknebne,1
angrændsende,1
jyllands,1
skarpe,1
herre-gaard,1
udmaalet,1
forvoldte,1
ansøgningen,1
jorddeeling,1
kiøbstæd-reyse,1
tilbuddet,1
forgik,1
ærinde,1
hovnings-byer,1
sanddruehed,1
udmærket,1
prænt,1
penge-roullancen,1
nærings-veyene,1
comanter,1
opstalde,1
hidbragte,1
selvfornemmende,1
formerende,1
allerlyksaligste,1
ypperligt,1
virknings-middel,1
brugendes,1
fremstiller,1
øines,1
udtrekkes,1
hierteblod,1
anlegger,1
underste,1
nedflydende,1
straaler,1
damps,1
klogskabs,1
forglemmelsens,1
allerfarligst,1
tilfelleds,1
tørvemoeser,1
veierlig,1
usynlig,1
taaget,1
fremviselse,1
matbrændende,1
vinduer,1
afbilder,1
vandrende,1
bogtrykker-pressen,1
danned,1
begvemmere,1
formørkelsen,1
rebareste,1
majestætiske,1
munterste,1
førhænge,1
trettedes,1
formørkelses,1
skinnende,1
trængede,1
omringende,1
tilegnede,1
forhængene,1
soels,1
fornam,1
befattede,1
uegennyttig,1
strar,1
protecterende,1
landhuusholdings,1
skieve,1
tilsides,1
afragelse,1
tungers,1
løgnagtige,1
opdigtelser,1
ueftertænksomme,1
forvildes,1
kys,1
regelmæssig,1
steenkul-gruber,1
syrlig,1
oliagtig,1
luft-salt,1
forened,1
forrebygge,1
fornemmende,1
uddunstende,1
dampers,1
urandsagelige,1
stadsmand,1
qvalt,1
blye-gruber,1
muus,1
løven,1
elefant,1
rinoferus,1
banemand,1
bevege,1
forundringer,1
lastelser,1
overens,1
skades,1
forførelse,1
arsenikalske,1
antræffende,1
skinner,1
bevegelig,1
bedrages,1
benevnt,1
lygter,1
bortrider,1
bortkiører,1
lygtemændenes,1
tørvegraver,1
nedsynke,1
fastsiddende,1
hovedkulds,1
verks-gruber,1
velblandet,1
løglignende,1
lufttræk,1
grube,1
antendt,1
udslukt,1
grummeste,1
udøvelser,1
angribelser,1
fornemmelser,1
sodagtig,1
honninglignende,1
tungen,1
allerdy,1
engle-siel,1
opfødelse,1
bortligende,1
udstukne,1
leipsig,1
zirlighed,1
høide,1
kunstneres,1
papiirs-verker,1
arvet,1
linklude,1
uagtsom,1
bortkastes,1
opbrændes,1
fyrtøier,1
sidstbenevnte,1
raaden,1
bered,1
knysk,1
spildende,1
linnedeog,1
uldene-klude,1
opslitte,1
tov,1
fiske-garn,1
fiske-noeter,1
levebrøds,1
mynted,1
kaaberstykkerne,1
kaaberstykket,1
størrelsen,1
opfindelsers,1
næringsmaader,1
land-dyrs,1
fugles,1
fangelse,1
ødelæggelserseller,1
fordrivelsers-maader,1
spaadomme,1
forstenede,1
beslige,1
ment,1
merkværdigheder,1
forslagers,1
tyngden,1
navngivne,1
prale,1
sympatetiske,1
klygtigheder,1
rutengangs,1
løbebane,1
anlednings-tanker,1
behørende,1
efterretlighed,1
kaaberstykke,1
alnemaal,1
hamborgske,1
myndte-betientere,1
ryg,1
udsuelse,1
betlede,1
propheter,1
faareklæder,1
maske,1
undersaatteres,1
indklæd,1
sminke,1
præsses,1
fierdingaar,1
vellystige,1
anrettelser,1
penge-mangel,1
almisselemmer,1
klæde-vahres,1
velsigner,1
klagefulde,1
fcb,1
tvillingrige,1
begvemhed,1
besværende,1
pinagtigste,1
afvælted,1
aabned,1
raadgiveres,1
affordres,1
fattigste,1
forflyttet,1
bogstaverne,1
sølv-gruber,1
udvindes,1
berigelse,1
rums,1
indtagelse,1
hefternes,1
indbefattet,1
udtoger,1
afdelinger,1
ø,1
nav,1
benævnelser,1
trykkelsen,1
sides,1
blandinger,1
melt,1
indsperret,1
indbyggers,1
tænkerum,1
nyttede,1
bedekkede,1
ekko,1
uegennyttige,1
allernaaadigste,1
forvissende,1
ukiendelig,1
kiendeligt,1
smæk,1
regiæeringen,1
faare,1
arbeydende,1
møller-løn,1
møller-svig,1
avlsbrugere,1
attention,1
besværgende,1
avlsbruger,1
uforbigiængelig,1
saasremt,1
udenbyes,1
sommer-græsning,1
høved,1
24ß,1
cassen,1
slagter,1
grund-skat,1
avlsbrug,1
besværget,1
beskafne,1
rimeligst,1
mishandling,1
gemenligst,1
consumptions-forpagtere,1
brændevinsbrænderiet,1
gaard-deeling,1
drive-stand,1
lolland,1
ynskværdige,1
faciliteret,1
lods-eyeres,1
irring,1
reyses,1
hvormcget,1
ongefthr,1
taxationen,1
belæres,1
sæde-jords,1
siælland,1
superficielle,1
bonde-familie,1
63000,1
84000,1
126000,1
alens,1
andsat,1
consistence,1
frugtbarere,1
deelet,1
bekientgiøre,1
siddere,1
undede,1
foreener,1
fordcel,1
conto,1
anmærkct,1
monarchie,1
mesüres,1
despotismo,1
intraders,1
lætte,1
cosumptions-byrden,1
fjerdings,1
inclu,1
tome,1
prisernes,1
notam,1
sive,1
vixit,1
majeftæts,1
importere,1
fjerdings-kiedel,1
udkommer,1
consumptions-forordningen,1
fjerdings-eller,1
halv-tøndes,1
fierding,1
mæskningen,1
brændeviins-brænder,1
brændeviins-drikkeren,1
brændeviins-brænderiet,1
latuit,1
lemfældige,1
kiobstæds,1
fermiers,1
tøylen,1
bitterste,1
meenederier,1
utaaleligt,1
opirres,1
undertrykte,1
lastefulde,1
strafværdige,1
forgribelser,1
nager,1
indflyder,1
devise,1
punge,1
forbigaaer,1
indtrader,1
consumptions-afgifterne,1
skønt,1
financier,1
nødtrøftige,1
brændeviins-brænderie,1
forpagtnings-vilkaar,1
landboerne,1
priis-skrift,1
integrum,1
beredelse,1
justeres,1
proponerte,1
væsenet,1
øyenstene,1
seculer,1
redreffere,1
haandthæver,1
forsva,1
lærestanden,1
borgerstanden,1
øvrighedsstanden,1
rætfærdighed,1
forfængeligt,1
nære-stænder,1
fabel,1
mavens,1
fabel-trætte,1
trættes,1
kiedsommelige,1
velsært,1
torchil,1
force,1
land-væsens,1
udflyttelse,1
phyfice,1
moraliter,1
flottes,1
religions,1
hoved-gaardcn,1
residuum,1
hov-jorden,1
gvarantie,1
hoverie-forordninger,1
fornær,1
bonderfolk,1
udisciplinerede,1
tilstoed,1
øvrigheds,1
myndigheden,1
hoverie-fæstes,1
behageligt,1
vantes,1
tilsyns,1
forhandlings,1
hoverie-arbeyde,1
fæste-contract,1
fæstehavende,1
hovmaal,1
giødningens,1
udeelt,1
uadskilt,1
aftærskes,1
ladefoget,1
utærskede,1
lofterne,1
depense,1
formanede,1
udfløttet,1
vitløftige,1
gaard-forflyttelse,1
kortest,1
bcqvemmeligst,1
sæde-marker,1
superficiel,1
geometrice,1
delingen,1
høeflet,1
vexelvis,1
subdividerte,1
paaskiønnes,1
befantes,1
1000de,1
mark-fællesskab,1
forblivende,1
mark-skifter,1
tilmaalingen,1
mark-skifte,1
forher,1
melte,1
forebyggede,1
paasigtes,1
general-landmaaling,1
mark-fredning,1
remederes,1
fællesskaber,1
tilbageblevne,1
borttage,1
uendeligt,1
entreprifefoo,1
studs,1
bondergaarde,1
spoleres,1
nedbrydelse,1
forsvækkede,1
knur,1
allerflestes,1
allersletteste,1
trost,1
portion,1
mark-naboes,1
beye,1
dyrkværdige,1
igiennemskaarne,1
søer,1
floder,1
practicere,1
migniatur,1
smaaerebet,1
lods-eyer,1
ureent,1
bedærvet,1
brændeviins-kiedler,1
stemples,1
qvæg-tabet,1
chicanerne,1
fordreyelse,1
tilkiendte,1
overtræderen,1
faldsmaal,1
stevnte,1
udstæder,1
erindres,1
indstævnte,1
ting-dag,1
fortfare,1
haandhæve,1
vedvaret,1
ubegribeligt,1
nøtørstige,1
bøye,1
ober-retterne,1
afsiger,1
afhørte,1
overdommeren,1
stævnemaal,1
brødføde,1
birker,1
sortere,1
underdommer,1
justice-kassen,1
fortielse,1
afhørtes,1
vidnets,1
udsinde,1
kostbarhed,1
andlediget,1
afskrækket,1
berettiges,1
principalens,1
penge-casse,1
foranmeldte,1
iagttagne,1
indvik,1
philoptreja,1
bedømte,1
troeligt,1
betydet,1
mueligheder,1
ting-reiser,1
modus,1
procedendi,1
underkast,1
sagsøger,1
kiendelser,1
vidnes,1
hoved-sagen,1
interlocurorii,1
hoved-sagens,1
cassens,1
mulctere,1
fodreye,1
kløver-sæd,1
tiende-gaas,1
grise-korn,1
keyseren,1
forloret,1
udkiøre,1
barnedaab,1
kirkegang,1
offer-dage,1
forsamlinger,1
byrde-fulde,1
cartøfler,1
eftersynstiden,1
præstetienden,1
fælleder,1
omvraadede,1
kroermænd,1
medicinske,1
pæst,1
troeværdigt,1
præservativ,1
udfunden,1
anstikkes,1
forsigtigste,1
følelige,1
pundet,1
lovs,1
efterretlige,1
tiendegiveren,1
underdommere,1
nidkiære,1
betienteres,1
befoldning,1
general-taxt,1
betydning,1
jordbruger,1
foregivne,1
efterligge,1
ærter,1
forpligte,1
kløver,1
næg,1
udlegges,1
lokkende,1
vanbrug,1
ubrug,1
jorddyrknings,1
niftratores,1
reebning,1
frugthave,1
plantede,1
ringning,1
90de,1
procurators,1
sagerne,1
brændeviins-brænders,1
fyldt,1
conseqvences,1
ødsele,1
stadfæstes,1
brændeviins-egne,1
kriigs-tieneste,1
brænderiet,1
opholdelse,1
knappe,1
foeder-tidcr,1
opholdes,1
mæske,1
brændingen,1
brændeviinsbrænderne,1
afviises,1
brændeviinsværket,1
refusion,1
consumptions-casse,1
søe-consumptionen,1
told-betientere,1
næmerst,1
difigurerede,1
forvildende,1
aldseende,1
rettergangen,1
aliqvid,1
kande,1
mellemstunder,1
folke-arbeyde,1
raadstuen,1
kiedels,1
raadstue-protocol,1
ustemplede,1
strængelig,1
sammenstaaes,1
brygning,1
afslaaes,1
casseres,1
casserede,1
courant-fattige,1
hensættes,1
varing,1
betienes,1
out,1
destilere-kiedler,1
meldede,1
brændevinets,1
contravention,1
inqvirere,1
brændeviins-kiedlernes,1
berlingske,1
artikulen,1
stokholm,1
betinges,1
omnibus,1
nihil,1
toto,1
rabulisters,1
stævning,1
hoved-stævnemaalets,1
udstyrelse,1
indgives,1
under-ræt,1
tildømt,1
over-ræt,1
mulcteres,1
principalen,1
dommernes,1
herreds-tinget,1
arkviis,1
validere,1
høystbillig,1
liniernes,1
arket,1
beseer,1
ordenes,1
sving,1
acterne,1
løftige,1
befrygter,1
menneske-had,1
uhørt,1
vitløftigere,1
udbreede,1
fremlokke,1
dominere,1
bedstes,1
philalethus,1
bens,1
begiæring,1
overleveres,1
bestyrket,1
snevre,1
vindskibeligheds,1
betitle,1
drivefiedren,1
tilønsker,1
processers,1
misbrugene,1
forkortelse,1
strænghedens,1
svøbe,1
rætsindighed,1
høystsammes,1
landdyrkningen,1
lovkyndigheden,1
ubehindrede,1
byrdefuld,1
rettergangs,1
uleilighederne,1
verkstæd,1
189,1
snedker,1
daarligste,1
forundrede,1
nederlag,1
fattede,1
hensende,1
barbarers,1
loed,1
alleryderste,1
beholdte,1
erobringerne,1
udholdet,1
guders,1
torden,1
portugiserne,1
spanskes,1
betjente,1
udjagne,1
erobrere,1
udjaget,1
ørkener,1
heltenes,1
undertvinge,1
billedstøtter,1
tilhandle,1
speyle,1
republikerne,1
erobret,1
portugisernes,1
spaniernes,1
udjagelse,1
abbas,1
armeer,1
armenierne,1
provintsen,1
guilan,1
jødernes,1
adrian,1
palestina,1
ongefæhr,1
berettet,1
maurernes,1
tomhed,1
næringssaft,1
ødelæggelsen,1
guddommelig,1
ødelæggerne,1
fyrsterne,1
sammestæds,1
bourbon,1
carthaginienserne,1
republike,1
oversende,1
blandingerne,1
allerbefrygteligste,1
sweyts,1
allerfolkerigste,1
cursum,1
verflødigheden,1
beleyringerne,1
taktik,1
hærder,1
vænner,1
afføre,1
istæden,1
felt-herre,1
feldtslagene,1
u-nyttige,1
skue,1
forfriskninger,1
feltslage,1
vandleedninger,1
romernes,1
levninger,1
forferdelig,1
julius,1
soldaternes,1
krigshæren,1
rekruter,1
afsmag,1
bortløb,1
grendse-stæder,1
forsigtigheder,1
vænne,1
skuffer,1
kanonens,1
løbegraver,1
23de,1
liigheden,1
indfører,1
korpus,1
hoffolkene,1
fornemmer,1
forverre,1
henrevne,1
hobetal,1
mandlige,1
giftede,1
poleret,1
ryamazan,1
bylter,1
angaaendes,1
bevaret,1
sleebne,1
verker,1
ypperligere,1
fredens,1
marschere,1
smeltes,1
sygehusene,1
trekke,1
flindt,1
chach,1
sardinien,1
misdæderne,1
forviste,1
imodsige,1
hoved-lærdomme,1
fordømte,1
pestene,1
blodigste,1
gejstligt,1
afgrunde,1
slægter,1
begravede,1
rommeres,1
stridig,1
laler,1
catholske,1
oprettelsen,1
beskyldede,1
umaadelighed,1
forlindret,1
bolverk,1
nazaræeren,1
mahomet,1
monarkies,1
klosteret,1
roeligt,1
skuld,1
uophørligen,1
fortreffeligste,1
entholdenhed,1
mystisk,1
kied,1
sammenføyede,1
efterlignede,1
kroppe,1
taalmodigen,1
huus-fortrædeligheder,1
forbeholdte,1
ubebageligheder,1
uenighed,1
tilendebragt,1
fordriver,1
skilsmisser,1
fruentimmere,1
figur,1
egteskabets,1
sammenbundne,1
begraver,1
underveys,1
republik,1
lacedemon,1
subtile,1
sære,1
skilsmissen,1
egteskabet,1
udjage,1
cirkulation,1
protestantisk,1
munkevæsenet,1
skammen,1
ligheden,1
udøse,1
indbildende,1
haandtering,1
vildes,1
horder,1
interesser,1
frugtsommelighed,1
svangerskab,1
omkommer,1
bluefærdigheden,1
maaueden,1
fættte,1
lisbet,1
landskab,1
overbragte,1
fasthed,1
bøyelse,1
hidrører,1
jordbundens,1
kli,1
maens,1
himmelegn,1
overbringe,1
enestes,1
førstefødsels-rettighed,1
26de,1
talrigere,1
blottet,1
øverster,1
besynderligste,1
afrikas,1
overbringer,1
minerne,1
besskieftiger,1
indfødte,1
uddampe,1
qvægsølvet,1
afgrund,1
opvoxne,1
forgiængelige,1
magernes,1
allerbehageligste,1
rummer,1
guder,1
ofringer,1
tilintetgiorte,1
tyen,1
dekte,1
gemytterne,1
vandringsmænd,1
standhaftige,1
tappre,1
haardføre,1
udeele,1
medskyldig,1
lexer,1
flød,1
haardheden,1
forsinker,1
gevexter,1
aspekten,1
vædskerne,1
dyrkningens,1
vo,1
cursu,1
planternes,1
hovedposten,1
gartneren,1
varmens,1
delikateste,1
allerkonstigste,1
arternes,1
fordeeles,1
forefandt,1
demonstration,1
flittigst,1
hældige,1
distrikters,1
grovere,1
selvvalgt,1
forandringerne,1
jordstrekninger,1
millioners,1
vankundig,1
standhaftighed,1
hvornødvendigt,1
modværge,1
stodder-pak,1
usynligt,1
agerddyrkninggs,1
emigranters,1
overtræde,1
folke-retten,1
forskiels,1
forhaabninger,1
slumpe-lykke,1
styrer,1
agerdyrknig,1
hoved-klasser,1
egenlig,1
salat,1
vandingen,1
afplukker,1
trivelse,1
afklipper,1
smaakrat,1
adlyder,1
veyleder,1
narurkyndigerens,1
erfaringerne,1
u-omgiengelig,1
despotisk,1
igientage,1
tvin,1
underkastes,1
vedtegter,1
uefterretkelige,1
vanerne,1
udstrekke,1
overfladen,1
forfuskede,1
indhøste,1
beklipper,1
sikal,1
physikens,1
holdeden,1
viingaarde,1
viinhøsten,1
paabød,1
sysselsette,1
gienstande,1
methoder,1
naturkyndige,1
unges,1
oplærte,1
bestyrelser,1
manufakturerne,1
smørret,1
naboe-landets,1
udgrundet,1
sammenbindes,1
udgrundes,1
mageligt,1
mekaniske,1
nøyagtighed,1
harrer,1
lærernes,1
gaverne,1
fortreffelig,1
rygter,1
bonde-væsenet,1
u-endelige,1
ostene,1
fortsættes,1
anstikkende,1
omhygelighed,1
hyrde-skole,1
laadne,1
chirurgiske,1
anatomie,1
beskfætige,1
arterne,1
skindene,1
huderne,1
allerstrengeste,1
mængdeviis,1
distrikter,1
løbendes,1
misdædere,1
dørene,1
andagts,1
vanke,1
undløbe,1
virkeligheden,1
vs,1
tigger,1
forurolige,1
tillokkelser,1
seele,1
vanens,1
engan,1
ernæret,1
ulægelige,1
stolende,1
menneske-kierligheden,1
forudseenhed,1
terialier,1
huus-bekymringer,1
haandværksmanden,1
sengs,1
tiggeres,1
forskrekker,1
pilegrim,1
plynderier,1
beladet,1
due,1
behageligheder,1
forfriske,1
allerunyttigste,1
landsby-roelighed,1
fornøyende,1
begrave,1
knippe,1
udspeyde,1
skrekke,1
magelige,1
invalide,1
strabatserne,1
ægteskaber,1
godgiørenhed,1
lehning,1
land-arbeydet,1
høystfornøden,1
næseviis,1
rolle,1
haardeligen,1
skikkeligt,1
priisværdig,1
hospitalitet,1
dyder,1
philosophisk,1
munke,1
frek,1
rødmes,1
uforskammede,1
forladte,1
gruelige,1
flyver,1
hovedpuden,1
nagende,1
opslyge,1
martrende,1
hentærede,1
belæssede,1
smerter,1
frekke,1
værdt,1
ulyksaliges,1
forkommer,1
forskrekkelige,1
honnet,1
skatte-fordringer,1
svekke,1
arker,1
blodigler,1
sue,1
gade-tiggerne,1
vrimle,1
overgiver,1
udøs,1
forlænge,1
tiggerie,1
pialter,1
aftvinger,1
haardnakkende,1
vedhængende,1
frekhed,1
aarets-tider,1
udgangs,1
cynisk,1
undrage,1
haandverker,1
agerdykning,1
laser,1
alexander,1
forslaaer,1
diogenes,1
belønner,1
plyndringer,1
forstyrrere,1
smerteligste,1
aspine,1
godgiørende,1
længstbortliggende,1
hungeren,1
martrer,1
skiuler,1
ufordragelige,1
ubestandige,1
ufordragelighed,1
giev,1
hieip,1
sorrig,1
gudsfrygtig,1
brydeeis,1
qvitterings-bog,1
qvitterings-bogen,1
bog-klar,1
reelighed,1
hustrus,1
hovspind,1
vertshuus,1
heste-markedet,1
fogeder,1
respeterede,1
sov,1
skyldet,1
tølpere,1
donsede,1
lystig,1
lure,1
apotheker,1
trefierding,1
soe,1
spegeleret,1
prækede,1
merner,1
picanteri,1
pocus,1
randsager,1
bispen,1
brøire,1
dryp,1
bardun,1
castellet,1
pagtnings-penge,1
pagtning,1
grædt,1
herredsfogeder,1
birkedommere,1
juuletider,1
beteer,1
hocus,1
sommetid,1
kroehold,1
siven,1
præker,1
bey,1
sogne-folk,1
sogne-fogeden,1
hiel,1
pe,1
kirke-stevne,1
uefterrettelige,1
usselig,1
rynd,1
krymper,1
overmænd,1
indhave,1
fratrædelsen,1
kierer,1
velforligte,1
compie,1
fæste-brevet,1
forbandt,1
forsiddet,1
øyen,1
forsidt,1
tingstuen,1
korsfæste,1
datteren,1
obstinare,1
stymperen,1
høflig,1
maled,1
tienesterne,1
fortrydelige,1
trolle,1
gudsens,1
sanden,1
porten,1
comtions-for,1
baresten,1
caduc,1
vanker,1
laer,1
hullet,1
vegre,1
kryber,1
korset,1
beer,1
d—n,1
skrup,1
udgangs-penge,1
knøs,1
flængt,1
ligere,1
borgemester,1
fæsterne,1
segle,1
uforsvarligt,1
feld,1
birkedommerens,1
mankerede,1
fødekorn,1
ildkar,1
ferreds-hauger,1
høst-hauger,1
sengested,1
bænk,1
comtionen,1
hysser,1
bedraget,1
ufortalt,1
ustridigt,1
tyrepisk,1
træehesten,1
dievel,1
rie,1
bedet,1
riim,1
collegiet,1
spotviis,1
forfra,1
prebeley,1
prange,1
vedstaae,1
brændeviinsbrænder,1
gestrick,1
extimere,1
udtient,1
trøstig,1
gruelig,1
degns,1
møllers,1
smøre,1
comtravten,1
professerne,1
pagtere,1
forløsningen,1
prædiker,1
beskiemmer,1
vennet,1
tekstning,1
volvermisse,1
3m,1
12ß,1
20ß,1
4m,1
4ß,1
gierde-lukning,1
hukke,1
vløyning,1
harring,1
børste,1
vør,1
herregodser,1
tar,1
ae,1
greves,1
skræderens,1
foragtet,1
gods-eyeren,1
springer,1
speculere,1
soutinere,1
pløyland,1
speculerer,1
bestikkelse,1
maat,1
brændeviinsbrænderie,1
klygtig,1
uredt,1
digter,1
træe-hesten,1
sommetider,1
hilsen,1
helmede,1
hevnet,1
harme,1
aande,1
igientager,1
angav,1
præssterne,1
destricterne,1
prebeleg,1
fuldmægtighed,1
oppebørsels-betientere,1
liimstangen,1
tyktes,1
mæle,1
debeneret,1
even,1
callumborg-skole,1
aggestas,1
tilføye,1
provster,1
slængt,1
tongeneret,1
møllerne,1
hvedemeel,1
degnene,1
kalkunsker,1
trolove,1
forlovere,1
trolover,1
stæde,1
fyr-tømmer,1
frygtet,1
forteller,1
bender,1
fuldte,1
retsaa,1
tyrkeriet,1
brnges,1
kirkesognerne,1
kirkesogner,1
seil,1
dølg,1
detvil,1
probatum,1
forhale,1
tilstedt,1
